2025/07/31 13:23:21 CONFIG_SYNC: Version: 1.8.1-rh-1
2025/07/31 13:23:21 CONFIG_SYNC: Waiting for Skupper router to be ready
2025/07/31 13:23:26 CONFIG_SYNC: Starting collector...
2025/08/02 01:30:29 Bridge config is synchronised
2025/08/02 01:30:59 Bridge config is synchronised
2025/08/02 01:31:29 Bridge config is synchronised
2025/08/02 01:31:59 Bridge config is synchronised
2025/08/02 01:32:29 Bridge config is synchronised
2025/08/02 01:32:59 Bridge config is synchronised
2025/08/02 01:33:29 Bridge config is synchronised
2025/08/02 01:33:59 Bridge config is synchronised
2025/08/02 01:34:29 Bridge config is synchronised
2025/08/02 01:34:59 Bridge config is synchronised
2025/08/02 01:35:29 Bridge config is synchronised
2025/08/02 01:35:59 Bridge config is synchronised
2025/08/02 01:36:29 Bridge config is synchronised
2025/08/02 01:36:59 Bridge config is synchronised
2025/08/02 01:37:29 Bridge config is synchronised
2025/08/02 01:37:59 Bridge config is synchronised
2025/08/02 01:38:29 Bridge config is synchronised
2025/08/02 01:38:59 Bridge config is synchronised
2025/08/02 01:39:29 Bridge config is synchronised
2025/08/02 01:39:59 Bridge config is synchronised
2025/08/02 01:40:29 Bridge config is synchronised
2025/08/02 01:40:59 Bridge config is synchronised
2025/08/02 01:41:29 Bridge config is synchronised
2025/08/02 01:41:59 Bridge config is synchronised
2025/08/02 01:42:29 Bridge config is synchronised
2025/08/02 01:42:59 Bridge config is synchronised
2025/08/02 01:43:29 Bridge config is synchronised
2025/08/02 01:43:59 Bridge config is synchronised
2025/08/02 01:44:29 Bridge config is synchronised
2025/08/02 01:44:59 Bridge config is synchronised
2025/08/02 01:45:29 Bridge config is synchronised
2025/08/02 01:45:59 Bridge config is synchronised
2025/08/02 01:46:29 Bridge config is synchronised
2025/08/02 01:46:59 Bridge config is synchronised
2025/08/02 01:47:29 Bridge config is synchronised
2025/08/02 01:47:59 Bridge config is synchronised
2025/08/02 01:48:29 Bridge config is synchronised
2025/08/02 01:48:59 Bridge config is synchronised
2025/08/02 01:49:29 Bridge config is synchronised
2025/08/02 01:49:59 Bridge config is synchronised
2025/08/02 01:50:29 Bridge config is synchronised
2025/08/02 01:50:59 Bridge config is synchronised
2025/08/02 01:51:29 Bridge config is synchronised
2025/08/02 01:51:59 Bridge config is synchronised
2025/08/02 01:52:29 Bridge config is synchronised
2025/08/02 01:52:59 Bridge config is synchronised
2025/08/02 01:53:29 Bridge config is synchronised
2025/08/02 01:53:59 Bridge config is synchronised
2025/08/02 01:54:29 Bridge config is synchronised
2025/08/02 01:54:59 Bridge config is synchronised
2025/08/02 01:55:29 Bridge config is synchronised
2025/08/02 01:55:59 Bridge config is synchronised
2025/08/02 01:56:29 Bridge config is synchronised
2025/08/02 01:56:59 Bridge config is synchronised
2025/08/02 01:57:29 Bridge config is synchronised
2025/08/02 01:57:59 Bridge config is synchronised
2025/08/02 01:58:29 Bridge config is synchronised
2025/08/02 01:58:59 Bridge config is synchronised
2025/08/02 01:59:29 Bridge config is synchronised
2025/08/02 01:59:59 Bridge config is synchronised
2025/08/02 02:00:29 Bridge config is synchronised
2025/08/02 02:00:59 Bridge config is synchronised
2025/08/02 02:01:29 Bridge config is synchronised
2025/08/02 02:01:59 Bridge config is synchronised
2025/08/02 02:02:29 Bridge config is synchronised
2025/08/02 02:02:59 Bridge config is synchronised
2025/08/02 02:03:29 Bridge config is synchronised
2025/08/02 02:03:59 Bridge config is synchronised
2025/08/02 02:04:29 Bridge config is synchronised
2025/08/02 02:04:59 Bridge config is synchronised
2025/08/02 02:05:29 Bridge config is synchronised
2025/08/02 02:05:59 Bridge config is synchronised
2025/08/02 02:06:29 Bridge config is synchronised
2025/08/02 02:06:59 Bridge config is synchronised
2025/08/02 02:07:29 Bridge config is synchronised
2025/08/02 02:07:59 Bridge config is synchronised
2025/08/02 02:08:29 Bridge config is synchronised
2025/08/02 02:08:59 Bridge config is synchronised
2025/08/02 02:09:29 Bridge config is synchronised
2025/08/02 02:09:59 Bridge config is synchronised
2025/08/02 02:10:29 Bridge config is synchronised
2025/08/02 02:10:59 Bridge config is synchronised
2025/08/02 02:11:29 Bridge config is synchronised
2025/08/02 02:11:59 Bridge config is synchronised
2025/08/02 02:12:29 Bridge config is synchronised
2025/08/02 02:12:59 Bridge config is synchronised
2025/08/02 02:13:29 Bridge config is synchronised
2025/08/02 02:13:59 Bridge config is synchronised
2025/08/02 02:14:29 Bridge config is synchronised
2025/08/02 02:14:59 Bridge config is synchronised
2025/08/02 02:15:29 Bridge config is synchronised
2025/08/02 02:15:59 Bridge config is synchronised
2025/08/02 02:16:29 Bridge config is synchronised
2025/08/02 02:16:59 Bridge config is synchronised
2025/08/02 02:17:29 Bridge config is synchronised
2025/08/02 02:17:59 Bridge config is synchronised
2025/08/02 02:18:29 Bridge config is synchronised
2025/08/02 02:18:59 Bridge config is synchronised
2025/08/02 02:19:29 Bridge config is synchronised
2025/08/02 02:19:59 Bridge config is synchronised
2025/08/02 02:20:29 Bridge config is synchronised
2025/08/02 02:20:59 Bridge config is synchronised
2025/08/02 02:21:29 Bridge config is synchronised
2025/08/02 02:21:59 Bridge config is synchronised
2025/08/02 02:22:29 Bridge config is synchronised
2025/08/02 02:22:59 Bridge config is synchronised
2025/08/02 02:23:29 Bridge config is synchronised
2025/08/02 02:23:59 Bridge config is synchronised
2025/08/02 02:24:29 Bridge config is synchronised
2025/08/02 02:24:59 Bridge config is synchronised
2025/08/02 02:25:29 Bridge config is synchronised
2025/08/02 02:25:59 Bridge config is synchronised
2025/08/02 02:26:29 Bridge config is synchronised
2025/08/02 02:26:59 Bridge config is synchronised
2025/08/02 02:27:29 Bridge config is synchronised
2025/08/02 02:27:59 Bridge config is synchronised
2025/08/02 02:28:29 Bridge config is synchronised
2025/08/02 02:28:59 Bridge config is synchronised
2025/08/02 02:29:29 Bridge config is synchronised
2025/08/02 02:29:59 Bridge config is synchronised
2025/08/02 02:30:29 Bridge config is synchronised
2025/08/02 02:30:59 Bridge config is synchronised
2025/08/02 02:31:29 Bridge config is synchronised
2025/08/02 02:31:59 Bridge config is synchronised
2025/08/02 02:32:29 Bridge config is synchronised
2025/08/02 02:32:59 Bridge config is synchronised
2025/08/02 02:33:29 Bridge config is synchronised
2025/08/02 02:33:59 Bridge config is synchronised
2025/08/02 02:34:29 Bridge config is synchronised
2025/08/02 02:34:59 Bridge config is synchronised
2025/08/02 02:35:29 Bridge config is synchronised
2025/08/02 02:35:59 Bridge config is synchronised
2025/08/02 02:36:29 Bridge config is synchronised
2025/08/02 02:36:59 Bridge config is synchronised
2025/08/02 02:37:29 Bridge config is synchronised
2025/08/02 02:37:59 Bridge config is synchronised
2025/08/02 02:38:29 Bridge config is synchronised
2025/08/02 02:38:59 Bridge config is synchronised
2025/08/02 02:39:29 Bridge config is synchronised
2025/08/02 02:39:59 Bridge config is synchronised
2025/08/02 02:40:29 Bridge config is synchronised
2025/08/02 02:40:59 Bridge config is synchronised
2025/08/02 02:41:29 Bridge config is synchronised
2025/08/02 02:41:59 Bridge config is synchronised
2025/08/02 02:42:29 Bridge config is synchronised
2025/08/02 02:42:59 Bridge config is synchronised
2025/08/02 02:43:29 Bridge config is synchronised
2025/08/02 02:43:59 Bridge config is synchronised
2025/08/02 02:44:29 Bridge config is synchronised
2025/08/02 02:44:59 Bridge config is synchronised
2025/08/02 02:45:29 Bridge config is synchronised
2025/08/02 02:45:59 Bridge config is synchronised
2025/08/02 02:46:29 Bridge config is synchronised
2025/08/02 02:46:59 Bridge config is synchronised
2025/08/02 02:47:29 Bridge config is synchronised
2025/08/02 02:47:59 Bridge config is synchronised
2025/08/02 02:48:29 Bridge config is synchronised
2025/08/02 02:48:59 Bridge config is synchronised
2025/08/02 02:49:29 Bridge config is synchronised
2025/08/02 02:49:59 Bridge config is synchronised
2025/08/02 02:50:29 Bridge config is synchronised
2025/08/02 02:50:59 Bridge config is synchronised
2025/08/02 02:51:29 Bridge config is synchronised
2025/08/02 02:51:59 Bridge config is synchronised
2025/08/02 02:52:29 Bridge config is synchronised
2025/08/02 02:52:59 Bridge config is synchronised
2025/08/02 02:53:29 Bridge config is synchronised
2025/08/02 02:53:59 Bridge config is synchronised
2025/08/02 02:54:29 Bridge config is synchronised
2025/08/02 02:54:59 Bridge config is synchronised
2025/08/02 02:55:29 Bridge config is synchronised
2025/08/02 02:55:59 Bridge config is synchronised
2025/08/02 02:56:29 Bridge config is synchronised
2025/08/02 02:56:59 Bridge config is synchronised
2025/08/02 02:57:29 Bridge config is synchronised
2025/08/02 02:57:59 Bridge config is synchronised
2025/08/02 02:58:29 Bridge config is synchronised
2025/08/02 02:58:59 Bridge config is synchronised
2025/08/02 02:59:29 Bridge config is synchronised
2025/08/02 02:59:59 Bridge config is synchronised
2025/08/02 03:00:29 Bridge config is synchronised
2025/08/02 03:00:59 Bridge config is synchronised
2025/08/02 03:01:29 Bridge config is synchronised
2025/08/02 03:01:59 Bridge config is synchronised
2025/08/02 03:02:29 Bridge config is synchronised
2025/08/02 03:02:59 Bridge config is synchronised
2025/08/02 03:03:29 Bridge config is synchronised
2025/08/02 03:03:59 Bridge config is synchronised
2025/08/02 03:04:29 Bridge config is synchronised
2025/08/02 03:04:59 Bridge config is synchronised
2025/08/02 03:05:29 Bridge config is synchronised
2025/08/02 03:05:59 Bridge config is synchronised
2025/08/02 03:06:29 Bridge config is synchronised
2025/08/02 03:06:59 Bridge config is synchronised
2025/08/02 03:07:29 Bridge config is synchronised
2025/08/02 03:07:59 Bridge config is synchronised
2025/08/02 03:08:29 Bridge config is synchronised
2025/08/02 03:08:59 Bridge config is synchronised
2025/08/02 03:09:29 Bridge config is synchronised
2025/08/02 03:09:59 Bridge config is synchronised
2025/08/02 03:10:29 Bridge config is synchronised
2025/08/02 03:10:59 Bridge config is synchronised
2025/08/02 03:11:29 Bridge config is synchronised
2025/08/02 03:11:59 Bridge config is synchronised
2025/08/02 03:12:29 Bridge config is synchronised
2025/08/02 03:12:59 Bridge config is synchronised
2025/08/02 03:13:29 Bridge config is synchronised
2025/08/02 03:13:59 Bridge config is synchronised
2025/08/02 03:14:29 Bridge config is synchronised
2025/08/02 03:14:59 Bridge config is synchronised
2025/08/02 03:15:29 Bridge config is synchronised
2025/08/02 03:15:59 Bridge config is synchronised
2025/08/02 03:16:29 Bridge config is synchronised
2025/08/02 03:16:59 Bridge config is synchronised
2025/08/02 03:17:29 Bridge config is synchronised
2025/08/02 03:17:59 Bridge config is synchronised
2025/08/02 03:18:29 Bridge config is synchronised
2025/08/02 03:18:59 Bridge config is synchronised
2025/08/02 03:19:29 Bridge config is synchronised
2025/08/02 03:19:59 Bridge config is synchronised
2025/08/02 03:20:29 Bridge config is synchronised
2025/08/02 03:20:59 Bridge config is synchronised
2025/08/02 03:21:29 Bridge config is synchronised
2025/08/02 03:21:59 Bridge config is synchronised
2025/08/02 03:22:29 Bridge config is synchronised
2025/08/02 03:22:59 Bridge config is synchronised
2025/08/02 03:23:29 Bridge config is synchronised
2025/08/02 03:23:59 Bridge config is synchronised
2025/08/02 03:24:29 Bridge config is synchronised
2025/08/02 03:24:59 Bridge config is synchronised
2025/08/02 03:25:29 Bridge config is synchronised
2025/08/02 03:25:59 Bridge config is synchronised
2025/08/02 03:26:29 Bridge config is synchronised
2025/08/02 03:26:59 Bridge config is synchronised
2025/08/02 03:27:29 Bridge config is synchronised
2025/08/02 03:27:59 Bridge config is synchronised
2025/08/02 03:28:29 Bridge config is synchronised
2025/08/02 03:28:59 Bridge config is synchronised
2025/08/02 03:29:29 Bridge config is synchronised
2025/08/02 03:29:59 Bridge config is synchronised
2025/08/02 03:30:29 Bridge config is synchronised
2025/08/02 03:30:59 Bridge config is synchronised
2025/08/02 03:31:29 Bridge config is synchronised
2025/08/02 03:31:59 Bridge config is synchronised
2025/08/02 03:32:29 Bridge config is synchronised
2025/08/02 03:32:59 Bridge config is synchronised
2025/08/02 03:33:29 Bridge config is synchronised
2025/08/02 03:33:59 Bridge config is synchronised
2025/08/02 03:34:29 Bridge config is synchronised
2025/08/02 03:34:59 Bridge config is synchronised
2025/08/02 03:35:29 Bridge config is synchronised
2025/08/02 03:35:59 Bridge config is synchronised
2025/08/02 03:36:29 Bridge config is synchronised
2025/08/02 03:36:59 Bridge config is synchronised
2025/08/02 03:37:29 Bridge config is synchronised
2025/08/02 03:37:59 Bridge config is synchronised
2025/08/02 03:38:29 Bridge config is synchronised
2025/08/02 03:38:59 Bridge config is synchronised
2025/08/02 03:39:29 Bridge config is synchronised
2025/08/02 03:39:59 Bridge config is synchronised
2025/08/02 03:40:29 Bridge config is synchronised
2025/08/02 03:40:59 Bridge config is synchronised
2025/08/02 03:41:29 Bridge config is synchronised
2025/08/02 03:41:59 Bridge config is synchronised
2025/08/02 03:42:29 Bridge config is synchronised
2025/08/02 03:42:59 Bridge config is synchronised
2025/08/02 03:43:29 Bridge config is synchronised
2025/08/02 03:43:59 Bridge config is synchronised
2025/08/02 03:44:29 Bridge config is synchronised
2025/08/02 03:44:59 Bridge config is synchronised
2025/08/02 03:45:29 Bridge config is synchronised
2025/08/02 03:45:59 Bridge config is synchronised
2025/08/02 03:46:29 Bridge config is synchronised
2025/08/02 03:46:59 Bridge config is synchronised
2025/08/02 03:47:29 Bridge config is synchronised
2025/08/02 03:47:59 Bridge config is synchronised
2025/08/02 03:48:29 Bridge config is synchronised
2025/08/02 03:48:59 Bridge config is synchronised
2025/08/02 03:49:29 Bridge config is synchronised
2025/08/02 03:49:59 Bridge config is synchronised
2025/08/02 03:50:29 Bridge config is synchronised
2025/08/02 03:50:59 Bridge config is synchronised
2025/08/02 03:51:29 Bridge config is synchronised
2025/08/02 03:51:59 Bridge config is synchronised
2025/08/02 03:52:29 Bridge config is synchronised
2025/08/02 03:52:59 Bridge config is synchronised
2025/08/02 03:53:29 Bridge config is synchronised
2025/08/02 03:53:59 Bridge config is synchronised
2025/08/02 03:54:29 Bridge config is synchronised
2025/08/02 03:54:59 Bridge config is synchronised
2025/08/02 03:55:29 Bridge config is synchronised
2025/08/02 03:55:59 Bridge config is synchronised
2025/08/02 03:56:29 Bridge config is synchronised
2025/08/02 03:56:59 Bridge config is synchronised
2025/08/02 03:57:29 Bridge config is synchronised
2025/08/02 03:57:59 Bridge config is synchronised
2025/08/02 03:58:29 Bridge config is synchronised
2025/08/02 03:58:59 Bridge config is synchronised
2025/08/02 03:59:29 Bridge config is synchronised
2025/08/02 03:59:59 Bridge config is synchronised
2025/08/02 04:00:29 Bridge config is synchronised
2025/08/02 04:00:59 Bridge config is synchronised
2025/08/02 04:01:29 Bridge config is synchronised
2025/08/02 04:01:59 Bridge config is synchronised
2025/08/02 04:02:29 Bridge config is synchronised
2025/08/02 04:02:59 Bridge config is synchronised
2025/08/02 04:03:29 Bridge config is synchronised
2025/08/02 04:03:59 Bridge config is synchronised
2025/08/02 04:04:29 Bridge config is synchronised
2025/08/02 04:04:59 Bridge config is synchronised
2025/08/02 04:05:29 Bridge config is synchronised
2025/08/02 04:05:59 Bridge config is synchronised
2025/08/02 04:06:29 Bridge config is synchronised
2025/08/02 04:06:59 Bridge config is synchronised
2025/08/02 04:07:29 Bridge config is synchronised
2025/08/02 04:07:59 Bridge config is synchronised
2025/08/02 04:08:29 Bridge config is synchronised
2025/08/02 04:08:59 Bridge config is synchronised
2025/08/02 04:09:29 Bridge config is synchronised
2025/08/02 04:09:59 Bridge config is synchronised
2025/08/02 04:10:29 Bridge config is synchronised
2025/08/02 04:10:59 Bridge config is synchronised
